fir_id,fir_number,crime_type,ipc_sections,station_id,district,occurred_at,reported_at,hour_of_day,status,modus_operandi,latitude,longitude
F2534,2534,Chain snatching,"IPC 379, 356",ST00041,Mangaluru,2026-05-26T21:44:00,2026-05-28T02:44:00,21,Open,evening market snatch,12.88384,74.82472
F2535,2535,Burglary,"IPC 454, 457",ST00002,BLR South,2026-05-24T03:04:00,2026-05-24T12:04:00,3,Open,godown break-in,12.9128,77.6043
F2536,2536,Chain snatching,"IPC 379, 356",ST00013,BTM,2026-01-25T20:13:00,2026-01-26T11:13:00,20,Charge-sheeted,2-wheeler snatch,12.92039,77.5945
F2537,2537,Chain snatching,"IPC 379, 356",ST00051,Belagavi,2026-01-26T19:09:00,2026-01-27T18:09:00,19,Under investigation,pillion-rider grab,15.86901,74.49578
F2538,2538,Assault,"IPC 323, 324",ST00027,Yelahanka,2026-06-20T16:07:00,2026-06-22T02:07:00,16,Open,street altercation,13.11669,77.58149
F2539,2539,Cheating,IPC 420,ST00045,Hubballi,2026-05-30T10:20:00,2026-05-30T16:20:00,10,Under investigation,investment scam,15.3327,75.11301
F2540,2540,Assault,"IPC 323, 324",ST00028,Yelahanka,2026-02-21T20:28:00,2026-02-22T21:28:00,20,Open,street altercation,13.08641,77.56355
F2541,2541,Vehicle theft,IPC 379,ST00006,Jayanagar,2026-04-19T02:32:00,2026-04-20T12:32:00,2,Open,parking-lot lift,12.91926,77.55253
F2542,2542,Chain snatching,"IPC 379, 356",ST00016,Rajajinagar,2026-01-19T21:47:00,2026-01-20T01:47:00,21,Open,2-wheeler snatch,13.00533,77.57499
F2543,2543,Vehicle theft,IPC 379,ST00006,Jayanagar,2026-02-25T01:50:00,2026-02-26T11:50:00,1,Charge-sheeted,parking-lot lift,12.92957,77.5555
F2544,2544,Chain snatching,"IPC 379, 356",ST00011,BTM,2026-06-05T20:25:00,2026-06-06T20:25:00,20,Open,evening market snatch,12.92928,77.63262
F2545,2545,Cheating,IPC 420,ST00033,Electronic City,2026-04-30T18:38:00,2026-04-30T23:38:00,18,Open,investment scam,12.80934,77.67317
F2546,2546,Mobile theft,IPC 379,ST00042,Mangaluru,2026-02-27T11:56:00,2026-02-27T22:56:00,11,Under investigation,shop-counter lift,12.91053,74.83908
F2547,2547,Burglary,"IPC 454, 457",ST00034,Electronic City,2026-02-02T02:57:00,2026-02-02T07:57:00,2,Charge-sheeted,shutter-break,12.86105,77.67914
F2548,2548,Vehicle theft,IPC 379,ST00041,Mangaluru,2026-02-10T04:37:00,2026-02-10T20:37:00,4,Open,lock-break theft,12.88978,74.83073
F2549,2549,Online fraud,"IT Act 66C, 66D; IPC 420",ST00030,Electronic City,2026-04-24T14:18:00,2026-04-24T20:18:00,14,Open,OTP scam,12.8103,77.67123
F2550,2550,Mobile theft,IPC 379,ST00036,Mysuru,2026-05-24T20:35:00,2026-05-24T23:35:00,20,Charge-sheeted,shop-counter lift,12.31046,76.65916
F2551,2551,Chain snatching,"IPC 379, 356",ST00045,Hubballi,2026-03-11T19:38:00,2026-03-12T13:38:00,19,Open,evening market snatch,15.335,75.11282
F2552,2552,House break-in,"IPC 457, 380",ST00006,Jayanagar,2026-01-20T04:53:00,2026-01-20T13:53:00,4,Open,rear-window entry,12.91139,77.56434
F2553,2553,Chain snatching,"IPC 379, 356",ST00006,Jayanagar,2026-05-18T19:35:00,2026-05-19T19:35:00,19,Under investigation,2-wheeler snatch,12.91105,77.56033
F2554,2554,Online fraud,"IT Act 66C, 66D; IPC 420",ST00048,Hubballi,2026-02-26T09:53:00,2026-02-27T01:53:00,9,Under investigation,UPI request fraud,15.34485,75.1139
F2555,2555,Online fraud,"IT Act 66C, 66D; IPC 420",ST00028,Yelahanka,2026-02-17T09:02:00,2026-02-18T08:02:00,9,Open,fake KYC call,13.08346,77.55218
F2556,2556,Vehicle theft,IPC 379,ST00022,KR Puram,2026-06-17T04:34:00,2026-06-18T01:34:00,4,Open,lock-break theft,12.98234,77.72043
F2557,2557,Online fraud,"IT Act 66C, 66D; IPC 420",ST00024,KR Puram,2026-04-04T16:38:00,2026-04-05T02:38:00,16,Under investigation,fake KYC call,13.00442,77.71397
F2558,2558,Online fraud,"IT Act 66C, 66D; IPC 420",ST00008,Jayanagar,2026-06-22T15:32:00,2026-06-23T01:32:00,15,Under investigation,OTP scam,12.95012,77.5918
F2559,2559,Mobile theft,IPC 379,ST00017,Rajajinagar,2026-01-26T19:34:00,2026-01-28T02:34:00,19,Under investigation,crowd pickpocket,13.00263,77.5611
F2560,2560,Burglary,"IPC 454, 457",ST00020,Whitefield,2026-04-11T03:11:00,2026-04-12T07:11:00,3,Open,shutter-break,12.94591,77.74383
F2561,2561,Chain snatching,"IPC 379, 356",ST00045,Hubballi,2026-04-06T22:18:00,2026-04-07T13:18:00,22,Open,pillion-rider grab,15.34563,75.1206
F2562,2562,Vehicle theft,IPC 379,ST00039,Mysuru,2026-04-10T03:32:00,2026-04-10T05:32:00,3,Open,parking-lot lift,12.27501,76.63049
F2563,2563,Burglary,"IPC 454, 457",ST00017,Rajajinagar,2026-02-28T00:53:00,2026-02-28T23:53:00,0,Under investigation,shutter-break,13.01425,77.5612
F2564,2564,Mobile theft,IPC 379,ST00004,BLR South,2026-03-26T15:14:00,2026-03-26T20:14:00,15,Open,bus snatch,12.90467,77.60782
F2565,2565,Chain snatching,"IPC 379, 356",ST00011,BTM,2026-05-03T19:33:00,2026-05-03T21:33:00,19,Open,2-wheeler snatch,12.93531,77.64078
F2566,2566,Online fraud,"IT Act 66C, 66D; IPC 420",ST00051,Belagavi,2026-06-17T18:53:00,2026-06-19T01:53:00,18,Charge-sheeted,UPI request fraud,15.86142,74.50493
F2567,2567,Assault,"IPC 323, 324",ST00025,KR Puram,2026-04-02T17:47:00,2026-04-04T05:47:00,17,Under investigation,domestic dispute,12.98513,77.70456
F2568,2568,Assault,"IPC 323, 324",ST00050,Belagavi,2026-04-15T22:06:00,2026-04-16T11:06:00,22,Under investigation,street altercation,15.87041,74.53098
F2569,2569,Cheating,IPC 420,ST00007,Jayanagar,2026-06-02T15:38:00,2026-06-03T05:38:00,15,Under investigation,advance-fee fraud,12.9057,77.54757
F2570,2570,House break-in,"IPC 457, 380",ST00029,Yelahanka,2026-02-12T00:03:00,2026-02-12T14:03:00,0,Under investigation,rear-window entry,13.10045,77.5649
F2571,2571,Cheating,IPC 420,ST00049,Belagavi,2026-04-18T12:51:00,2026-04-18T17:51:00,12,Under investigation,advance-fee fraud,15.8333,74.48656
F2572,2572,Chain snatching,"IPC 379, 356",ST00024,KR Puram,2026-04-06T20:49:00,2026-04-08T05:49:00,20,Open,evening market snatch,13.00607,77.71687
F2573,2573,Online fraud,"IT Act 66C, 66D; IPC 420",ST00010,BTM,2026-03-24T16:06:00,2026-03-25T10:06:00,16,Open,UPI request fraud,12.92865,77.61596
F2574,2574,Burglary,"IPC 454, 457",ST00021,Whitefield,2026-04-18T00:57:00,2026-04-18T12:57:00,0,Under investigation,godown break-in,12.99104,77.73814
F2575,2575,Assault,"IPC 323, 324",ST00051,Belagavi,2026-03-06T17:14:00,2026-03-07T14:14:00,17,Open,street altercation,15.86119,74.49261
F2576,2576,Online fraud,"IT Act 66C, 66D; IPC 420",ST00048,Hubballi,2026-06-28T14:19:00,2026-06-30T01:19:00,14,Under investigation,UPI request fraud,15.33705,75.12677
F2577,2577,Mobile theft,IPC 379,ST00046,Hubballi,2026-03-26T12:48:00,2026-03-27T15:48:00,12,Open,crowd pickpocket,15.34935,75.12786
F2578,2578,Chain snatching,"IPC 379, 356",ST00046,Hubballi,2026-06-30T19:00:00,2026-07-01T15:00:00,19,Open,2-wheeler snatch,15.36095,75.13844
F2579,2579,Online fraud,"IT Act 66C, 66D; IPC 420",ST00015,Rajajinagar,2026-03-02T13:20:00,2026-03-02T14:20:00,13,Open,UPI request fraud,12.9682,77.58134
F2580,2580,Vehicle theft,IPC 379,ST00045,Hubballi,2026-02-10T01:17:00,2026-02-11T01:17:00,1,Open,parking-lot lift,15.33197,75.11409
F2581,2581,Mobile theft,IPC 379,ST00045,Hubballi,2026-03-28T11:17:00,2026-03-29T06:17:00,11,Open,bus snatch,15.33285,75.11828
F2582,2582,Online fraud,"IT Act 66C, 66D; IPC 420",ST00020,Whitefield,2026-01-24T18:40:00,2026-01-24T22:40:00,18,Under investigation,OTP scam,12.9536,77.72632
F2583,2583,Vehicle theft,IPC 379,ST00051,Belagavi,2026-06-01T23:02:00,2026-06-02T11:02:00,23,Open,duplicate-key theft,15.86335,74.5011
F2584,2584,House break-in,"IPC 457, 380",ST00015,Rajajinagar,2026-05-18T04:05:00,2026-05-18T21:05:00,4,Open,rear-window entry,12.9787,77.57636
F2585,2585,Vehicle theft,IPC 379,ST00019,Whitefield,2026-03-17T03:24:00,2026-03-17T15:24:00,3,Under investigation,lock-break theft,12.97473,77.73757
F2586,2586,Mobile theft,IPC 379,ST00008,Jayanagar,2026-05-15T20:27:00,2026-05-16T13:27:00,20,Under investigation,shop-counter lift,12.94712,77.59995
F2587,2587,Online fraud,"IT Act 66C, 66D; IPC 420",ST00013,BTM,2026-03-26T16:01:00,2026-03-27T10:01:00,16,Open,OTP scam,12.91376,77.58952
F2588,2588,Assault,"IPC 323, 324",ST00030,Electronic City,2026-03-05T22:27:00,2026-03-06T17:27:00,22,Open,bar brawl,12.82119,77.68254
F2589,2589,Chain snatching,"IPC 379, 356",ST00044,Mangaluru,2026-03-29T22:08:00,2026-03-31T07:08:00,22,Charge-sheeted,2-wheeler snatch,12.90327,74.8681
F2590,2590,Mobile theft,IPC 379,ST00044,Mangaluru,2026-06-06T18:16:00,2026-06-06T20:16:00,18,Open,crowd pickpocket,12.89373,74.86545
F2591,2591,Online fraud,"IT Act 66C, 66D; IPC 420",ST00006,Jayanagar,2026-01-07T17:51:00,2026-01-08T10:51:00,17,Under investigation,UPI request fraud,12.92907,77.55829
F2592,2592,Online fraud,"IT Act 66C, 66D; IPC 420",ST00008,Jayanagar,2026-05-10T10:01:00,2026-05-11T11:01:00,10,Under investigation,fake KYC call,12.94365,77.60152
F2593,2593,Online fraud,"IT Act 66C, 66D; IPC 420",ST00029,Yelahanka,2026-05-13T13:01:00,2026-05-14T10:01:00,13,Under investigation,OTP scam,13.10337,77.57201
F2594,2594,Vehicle theft,IPC 379,ST00011,BTM,2026-02-15T00:27:00,2026-02-16T07:27:00,0,Under investigation,parking-lot lift,12.93814,77.6471
F2595,2595,Vehicle theft,IPC 379,ST00050,Belagavi,2026-04-20T03:11:00,2026-04-20T23:11:00,3,Under investigation,lock-break theft,15.87106,74.52657
F2596,2596,Assault,"IPC 323, 324",ST00048,Hubballi,2026-02-20T21:32:00,2026-02-21T12:32:00,21,Open,street altercation,15.33193,75.11377
F2597,2597,Burglary,"IPC 454, 457",ST00041,Mangaluru,2026-01-01T04:41:00,2026-01-02T04:41:00,4,Open,ATM tamper,12.88383,74.82889
F2598,2598,Chain snatching,"IPC 379, 356",ST00017,Rajajinagar,2026-02-25T20:19:00,2026-02-26T10:19:00,20,Under investigation,pillion-rider grab,13.00737,77.57392
F2599,2599,Chain snatching,"IPC 379, 356",ST00025,KR Puram,2026-06-23T21:05:00,2026-06-24T01:05:00,21,Open,2-wheeler snatch,12.99985,77.70347
F2600,2600,Mobile theft,IPC 379,ST00028,Yelahanka,2026-05-18T11:44:00,2026-05-19T20:44:00,11,Under investigation,shop-counter lift,13.08779,77.5623
F2601,2601,Vehicle theft,IPC 379,ST00016,Rajajinagar,2026-05-09T01:21:00,2026-05-10T00:21:00,1,Under investigation,duplicate-key theft,13.00608,77.57631
F2602,2602,Mobile theft,IPC 379,ST00032,Electronic City,2026-01-07T13:55:00,2026-01-07T15:55:00,13,Charge-sheeted,bus snatch,12.86115,77.67699
F2603,2603,Cheating,IPC 420,ST00046,Hubballi,2026-01-16T09:37:00,2026-01-16T12:37:00,9,Under investigation,fake job offer,15.35944,75.1293
F2604,2604,Chain snatching,"IPC 379, 356",ST00050,Belagavi,2026-03-09T22:15:00,2026-03-10T20:15:00,22,Under investigation,pillion-rider grab,15.86579,74.5182
F2605,2605,Chain snatching,"IPC 379, 356",ST00045,Hubballi,2026-01-10T18:29:00,2026-01-11T00:29:00,18,Open,evening market snatch,15.33073,75.11201
F2606,2606,Cheating,IPC 420,ST00039,Mysuru,2026-06-01T14:25:00,2026-06-01T20:25:00,14,Open,fake job offer,12.2775,76.61763
F2607,2607,Chain snatching,"IPC 379, 356",ST00050,Belagavi,2026-05-01T18:27:00,2026-05-03T03:27:00,18,Under investigation,evening market snatch,15.86665,74.5211
F2608,2608,Online fraud,"IT Act 66C, 66D; IPC 420",ST00029,Yelahanka,2026-02-07T09:39:00,2026-02-08T09:39:00,9,Under investigation,fake KYC call,13.09854,77.57594
F2609,2609,Chain snatching,"IPC 379, 356",ST00015,Rajajinagar,2026-01-01T22:11:00,2026-01-02T10:11:00,22,Under investigation,pillion-rider grab,12.98331,77.57183
F2610,2610,Chain snatching,"IPC 379, 356",ST00003,BLR South,2026-01-18T18:56:00,2026-01-20T05:56:00,18,Open,2-wheeler snatch,12.87808,77.56177
F2611,2611,Cheating,IPC 420,ST00023,KR Puram,2026-03-08T13:19:00,2026-03-08T22:19:00,13,Open,investment scam,12.97756,77.65847
F2612,2612,Mobile theft,IPC 379,ST00016,Rajajinagar,2026-01-22T17:58:00,2026-01-23T20:58:00,17,Open,bus snatch,13.00066,77.56248
F2613,2613,Chain snatching,"IPC 379, 356",ST00026,KR Puram,2026-04-06T21:17:00,2026-04-07T18:17:00,21,Under investigation,2-wheeler snatch,13.02525,77.72067
F2614,2614,Assault,"IPC 323, 324",ST00040,Mangaluru,2026-05-28T17:19:00,2026-05-29T04:19:00,17,Charge-sheeted,domestic dispute,12.89001,74.86908
F2615,2615,Cheating,IPC 420,ST00010,BTM,2026-05-18T10:54:00,2026-05-19T01:54:00,10,Open,advance-fee fraud,12.91647,77.6301
F2616,2616,Chain snatching,"IPC 379, 356",ST00013,BTM,2026-02-14T19:58:00,2026-02-15T02:58:00,19,Under investigation,pillion-rider grab,12.91369,77.59746
F2617,2617,Chain snatching,"IPC 379, 356",ST00008,Jayanagar,2026-03-22T19:30:00,2026-03-23T14:30:00,19,Open,2-wheeler snatch,12.94434,77.59181
F2618,2618,Vehicle theft,IPC 379,ST00002,BLR South,2026-01-16T00:18:00,2026-01-17T05:18:00,0,Open,lock-break theft,12.92403,77.60553
F2619,2619,Online fraud,"IT Act 66C, 66D; IPC 420",ST00024,KR Puram,2026-04-27T15:47:00,2026-04-28T07:47:00,15,Under investigation,fake KYC call,13.00416,77.71525
F2620,2620,Chain snatching,"IPC 379, 356",ST00028,Yelahanka,2026-06-25T22:59:00,2026-06-26T05:59:00,22,Open,2-wheeler snatch,13.08784,77.56515
F2621,2621,Chain snatching,"IPC 379, 356",ST00019,Whitefield,2026-02-01T19:34:00,2026-02-02T22:34:00,19,Under investigation,2-wheeler snatch,12.97237,77.73541
F2622,2622,Assault,"IPC 323, 324",ST00043,Mangaluru,2026-02-07T19:33:00,2026-02-08T13:33:00,19,Under investigation,domestic dispute,12.90408,74.86348
F2623,2623,Burglary,"IPC 454, 457",ST00047,Hubballi,2026-05-07T01:48:00,2026-05-08T13:48:00,1,Under investigation,shutter-break,15.35823,75.10352
F2624,2624,Online fraud,"IT Act 66C, 66D; IPC 420",ST00049,Belagavi,2026-03-07T16:35:00,2026-03-08T00:35:00,16,Open,fake KYC call,15.82848,74.48168
F2625,2625,Assault,"IPC 323, 324",ST00045,Hubballi,2026-06-30T22:58:00,2026-07-01T00:58:00,22,Under investigation,street altercation,15.33158,75.10643
F2626,2626,Vehicle theft,IPC 379,ST00029,Yelahanka,2026-06-05T23:02:00,2026-06-06T01:02:00,23,Open,lock-break theft,13.10315,77.57582
F2627,2627,Chain snatching,"IPC 379, 356",ST00007,Jayanagar,2026-03-26T20:53:00,2026-03-28T00:53:00,20,Under investigation,2-wheeler snatch,12.90586,77.55564
F2628,2628,Online fraud,"IT Act 66C, 66D; IPC 420",ST00044,Mangaluru,2026-03-02T15:13:00,2026-03-02T19:13:00,15,Open,OTP scam,12.90228,74.85114
F2629,2629,Chain snatching,"IPC 379, 356",ST00021,Whitefield,2026-05-31T21:42:00,2026-06-01T03:42:00,21,Under investigation,evening market snatch,12.97513,77.74589
F2630,2630,Burglary,"IPC 454, 457",ST00023,KR Puram,2026-05-24T04:45:00,2026-05-24T23:45:00,4,Open,ATM tamper,12.97968,77.65527
F2631,2631,House break-in,"IPC 457, 380",ST00042,Mangaluru,2026-01-24T03:26:00,2026-01-24T17:26:00,3,Under investigation,daytime recce break,12.90748,74.84113
F2632,2632,Assault,"IPC 323, 324",ST00038,Mysuru,2026-06-10T22:47:00,2026-06-11T20:47:00,22,Open,domestic dispute,12.31696,76.65491
F2633,2633,Chain snatching,"IPC 379, 356",ST00013,BTM,2026-01-01T19:33:00,2026-01-02T05:33:00,19,Open,2-wheeler snatch,12.90304,77.60054
F2634,2634,Mobile theft,IPC 379,ST00029,Yelahanka,2026-05-07T20:01:00,2026-05-08T22:01:00,20,Open,shop-counter lift,13.09484,77.57585
F2635,2635,Chain snatching,"IPC 379, 356",ST00032,Electronic City,2026-03-30T20:50:00,2026-03-31T07:50:00,20,Charge-sheeted,evening market snatch,12.86517,77.67539
F2636,2636,Online fraud,"IT Act 66C, 66D; IPC 420",ST00021,Whitefield,2026-06-25T16:27:00,2026-06-26T13:27:00,16,Under investigation,UPI request fraud,12.98786,77.75151
F2637,2637,Mobile theft,IPC 379,ST00022,KR Puram,2026-04-02T15:27:00,2026-04-02T23:27:00,15,Under investigation,bus snatch,12.98375,77.71839
F2638,2638,Mobile theft,IPC 379,ST00009,BTM,2026-01-29T14:50:00,2026-01-29T17:50:00,14,Open,shop-counter lift,12.89128,77.5971
F2639,2639,Cheating,IPC 420,ST00049,Belagavi,2026-03-20T11:38:00,2026-03-21T18:38:00,11,Open,advance-fee fraud,15.82769,74.48756
F2640,2640,Vehicle theft,IPC 379,ST00015,Rajajinagar,2026-03-18T00:00:00,2026-03-18T22:00:00,0,Charge-sheeted,duplicate-key theft,12.98116,77.57301
F2641,2641,Vehicle theft,IPC 379,ST00027,Yelahanka,2026-03-30T01:37:00,2026-03-31T03:37:00,1,Open,duplicate-key theft,13.11581,77.57576
F2642,2642,Cheating,IPC 420,ST00029,Yelahanka,2026-03-18T10:36:00,2026-03-18T17:36:00,10,Under investigation,fake job offer,13.10467,77.5728
F2643,2643,Chain snatching,"IPC 379, 356",ST00007,Jayanagar,2026-03-24T19:56:00,2026-03-26T07:56:00,19,Open,2-wheeler snatch,12.90903,77.55488
F2644,2644,Chain snatching,"IPC 379, 356",ST00042,Mangaluru,2026-04-12T22:41:00,2026-04-13T16:41:00,22,Open,pillion-rider grab,12.9009,74.84793
F2645,2645,Assault,"IPC 323, 324",ST00051,Belagavi,2026-01-26T17:32:00,2026-01-27T23:32:00,17,Under investigation,bar brawl,15.8505,74.50389
F2646,2646,Vehicle theft,IPC 379,ST00045,Hubballi,2026-04-20T04:39:00,2026-04-20T16:39:00,4,Under investigation,parking-lot lift,15.34102,75.11621
F2647,2647,Vehicle theft,IPC 379,ST00026,KR Puram,2026-01-10T02:01:00,2026-01-10T23:01:00,2,Open,parking-lot lift,13.02353,77.71753
F2648,2648,House break-in,"IPC 457, 380",ST00048,Hubballi,2026-01-27T03:55:00,2026-01-27T15:55:00,3,Charge-sheeted,daytime recce break,15.33155,75.12383
F2649,2649,Burglary,"IPC 454, 457",ST00016,Rajajinagar,2026-01-29T02:13:00,2026-01-30T08:13:00,2,Under investigation,shutter-break,13.00436,77.56277
F2650,2650,Online fraud,"IT Act 66C, 66D; IPC 420",ST00019,Whitefield,2026-06-19T13:52:00,2026-06-21T00:52:00,13,Under investigation,OTP scam,12.97638,77.74105
F2651,2651,Online fraud,"IT Act 66C, 66D; IPC 420",ST00051,Belagavi,2026-05-05T15:06:00,2026-05-07T02:06:00,15,Open,UPI request fraud,15.85661,74.49672
F2652,2652,Vehicle theft,IPC 379,ST00005,BLR South,2026-03-30T04:47:00,2026-03-31T00:47:00,4,Under investigation,duplicate-key theft,12.90179,77.58731
F2653,2653,Vehicle theft,IPC 379,ST00045,Hubballi,2026-02-19T01:10:00,2026-02-19T15:10:00,1,Under investigation,parking-lot lift,15.34156,75.11862
F2654,2654,House break-in,"IPC 457, 380",ST00030,Electronic City,2026-03-07T05:31:00,2026-03-08T13:31:00,5,Under investigation,daytime recce break,12.81408,77.67157
F2655,2655,Chain snatching,"IPC 379, 356",ST00020,Whitefield,2026-04-14T21:07:00,2026-04-14T23:07:00,21,Open,pillion-rider grab,12.94791,77.72636
F2656,2656,Mobile theft,IPC 379,ST00004,BLR South,2026-04-28T15:50:00,2026-04-28T18:50:00,15,Under investigation,bus snatch,12.91768,77.59652
F2657,2657,Chain snatching,"IPC 379, 356",ST00050,Belagavi,2026-05-29T22:42:00,2026-05-31T02:42:00,22,Open,evening market snatch,15.86348,74.53132
F2658,2658,Vehicle theft,IPC 379,ST00039,Mysuru,2026-04-15T00:31:00,2026-04-16T06:31:00,0,Open,parking-lot lift,12.27461,76.61666
F2659,2659,Chain snatching,"IPC 379, 356",ST00014,Rajajinagar,2026-01-20T18:12:00,2026-01-22T00:12:00,18,Charge-sheeted,pillion-rider grab,12.98535,77.5374
F2660,2660,Cheating,IPC 420,ST00043,Mangaluru,2026-04-24T13:44:00,2026-04-25T23:44:00,13,Charge-sheeted,fake job offer,12.91642,74.88048
F2661,2661,Assault,"IPC 323, 324",ST00036,Mysuru,2026-04-10T18:32:00,2026-04-11T16:32:00,18,Open,domestic dispute,12.29996,76.66434
F2662,2662,Mobile theft,IPC 379,ST00040,Mangaluru,2026-01-23T13:43:00,2026-01-24T02:43:00,13,Under investigation,crowd pickpocket,12.87194,74.875
F2663,2663,House break-in,"IPC 457, 380",ST00046,Hubballi,2026-03-27T02:55:00,2026-03-28T04:55:00,2,Charge-sheeted,lock tampering,15.35705,75.12902
F2664,2664,Cheating,IPC 420,ST00020,Whitefield,2026-01-20T10:33:00,2026-01-21T21:33:00,10,Under investigation,advance-fee fraud,12.95274,77.72908
F2665,2665,Online fraud,"IT Act 66C, 66D; IPC 420",ST00017,Rajajinagar,2026-04-20T10:19:00,2026-04-21T21:19:00,10,Under investigation,fake KYC call,13.01655,77.57708
F2666,2666,Vehicle theft,IPC 379,ST00036,Mysuru,2026-02-20T02:20:00,2026-02-20T06:20:00,2,Charge-sheeted,lock-break theft,12.29535,76.64978
F2667,2667,Burglary,"IPC 454, 457",ST00033,Electronic City,2026-01-12T00:36:00,2026-01-13T03:36:00,0,Under investigation,godown break-in,12.81219,77.69211
F2668,2668,Chain snatching,"IPC 379, 356",ST00029,Yelahanka,2026-05-04T18:53:00,2026-05-05T21:53:00,18,Open,2-wheeler snatch,13.10044,77.55722
F2669,2669,Mobile theft,IPC 379,ST00041,Mangaluru,2026-01-12T13:56:00,2026-01-13T14:56:00,13,Under investigation,shop-counter lift,12.88061,74.82989
F2670,2670,Mobile theft,IPC 379,ST00023,KR Puram,2026-06-05T17:01:00,2026-06-06T10:01:00,17,Under investigation,shop-counter lift,12.96611,77.66412
F2671,2671,Vehicle theft,IPC 379,ST00045,Hubballi,2026-06-30T23:28:00,2026-07-01T03:28:00,23,Open,lock-break theft,15.34057,75.11334
F2672,2672,Burglary,"IPC 454, 457",ST00032,Electronic City,2026-02-14T01:21:00,2026-02-14T06:21:00,1,Under investigation,ATM tamper,12.87075,77.68447
F2673,2673,House break-in,"IPC 457, 380",ST00005,BLR South,2026-05-11T02:23:00,2026-05-12T11:23:00,2,Open,daytime recce break,12.88787,77.60081
F2674,2674,Online fraud,"IT Act 66C, 66D; IPC 420",ST00006,Jayanagar,2026-04-15T12:28:00,2026-04-16T09:28:00,12,Charge-sheeted,fake KYC call,12.91665,77.5677
F2675,2675,Vehicle theft,IPC 379,ST00006,Jayanagar,2026-05-20T00:12:00,2026-05-20T22:12:00,0,Open,parking-lot lift,12.92208,77.55897
F2676,2676,Online fraud,"IT Act 66C, 66D; IPC 420",ST00007,Jayanagar,2026-05-07T16:54:00,2026-05-07T18:54:00,16,Open,fake KYC call,12.90378,77.55484
F2677,2677,Vehicle theft,IPC 379,ST00028,Yelahanka,2026-05-19T23:48:00,2026-05-21T11:48:00,23,Under investigation,lock-break theft,13.07427,77.55789
F2678,2678,Assault,"IPC 323, 324",ST00027,Yelahanka,2026-01-03T19:17:00,2026-01-04T15:17:00,19,Open,domestic dispute,13.12298,77.58903
F2679,2679,Online fraud,"IT Act 66C, 66D; IPC 420",ST00031,Electronic City,2026-01-12T11:14:00,2026-01-13T04:14:00,11,Under investigation,fake KYC call,12.85091,77.66377
F2680,2680,House break-in,"IPC 457, 380",ST00035,Mysuru,2026-05-31T03:44:00,2026-05-31T17:44:00,3,Under investigation,daytime recce break,12.30144,76.6737
F2681,2681,Mobile theft,IPC 379,ST00042,Mangaluru,2026-05-29T15:56:00,2026-05-30T22:56:00,15,Open,crowd pickpocket,12.90295,74.83773
F2682,2682,Vehicle theft,IPC 379,ST00025,KR Puram,2026-02-08T03:36:00,2026-02-08T13:36:00,3,Open,parking-lot lift,12.99462,77.69167
F2683,2683,Vehicle theft,IPC 379,ST00048,Hubballi,2026-05-16T03:47:00,2026-05-16T04:47:00,3,Under investigation,duplicate-key theft,15.34597,75.12676
F2684,2684,Burglary,"IPC 454, 457",ST00038,Mysuru,2026-01-09T03:49:00,2026-01-10T08:49:00,3,Charge-sheeted,godown break-in,12.3259,76.64646
F2685,2685,Mobile theft,IPC 379,ST00041,Mangaluru,2026-04-24T12:42:00,2026-04-24T16:42:00,12,Charge-sheeted,crowd pickpocket,12.89381,74.82434
F2686,2686,Mobile theft,IPC 379,ST00046,Hubballi,2026-03-15T14:10:00,2026-03-16T03:10:00,14,Under investigation,crowd pickpocket,15.34906,75.1266
F2687,2687,Cheating,IPC 420,ST00049,Belagavi,2026-04-07T12:16:00,2026-04-07T13:16:00,12,Open,investment scam,15.8398,74.4788
F2688,2688,Chain snatching,"IPC 379, 356",ST00023,KR Puram,2026-05-04T18:53:00,2026-05-04T21:53:00,18,Under investigation,pillion-rider grab,12.97053,77.67055
F2689,2689,Cheating,IPC 420,ST00019,Whitefield,2026-04-03T11:19:00,2026-04-04T21:19:00,11,Under investigation,investment scam,12.97428,77.74262
F2690,2690,Mobile theft,IPC 379,ST00029,Yelahanka,2026-05-16T19:28:00,2026-05-17T21:28:00,19,Open,crowd pickpocket,13.0913,77.57082
F2691,2691,Chain snatching,"IPC 379, 356",ST00050,Belagavi,2026-05-24T19:26:00,2026-05-25T04:26:00,19,Under investigation,pillion-rider grab,15.8698,74.52689
F2692,2692,Online fraud,"IT Act 66C, 66D; IPC 420",ST00019,Whitefield,2026-03-21T15:23:00,2026-03-22T03:23:00,15,Under investigation,OTP scam,12.97881,77.74707
F2693,2693,House break-in,"IPC 457, 380",ST00004,BLR South,2026-01-02T00:20:00,2026-01-02T03:20:00,0,Open,lock tampering,12.90991,77.60666
F2694,2694,Online fraud,"IT Act 66C, 66D; IPC 420",ST00032,Electronic City,2026-03-18T10:17:00,2026-03-19T12:17:00,10,Open,fake KYC call,12.86511,77.68307
F2695,2695,Vehicle theft,IPC 379,ST00049,Belagavi,2026-01-26T03:10:00,2026-01-27T08:10:00,3,Open,lock-break theft,15.84321,74.47959
F2696,2696,House break-in,"IPC 457, 380",ST00015,Rajajinagar,2026-01-04T04:23:00,2026-01-05T12:23:00,4,Open,rear-window entry,12.97998,77.56984
F2697,2697,Vehicle theft,IPC 379,ST00041,Mangaluru,2026-02-28T03:25:00,2026-02-28T08:25:00,3,Open,parking-lot lift,12.88467,74.83188
