link_id,fir_id,person_id,role
CP00853,F2537,P01888,victim
CP00854,F2537,P00611,accused
CP00855,F2538,P02773,complainant
CP00856,F2538,P01199,victim
CP00857,F2539,P02803,complainant
CP00858,F2539,P01859,victim
CP00859,F2539,P01712,accused
CP00860,F2540,P01949,complainant
CP00861,F2540,P01734,victim
CP00862,F2540,P00684,accused
CP00863,F2541,P02414,complainant
CP00864,F2541,P00243,victim
CP00865,F2541,P00959,accused
CP00866,F2542,P02418,complainant
CP00867,F2542,P00513,victim
CP00868,F2542,P02884,accused
CP00869,F2542,P02964,accused
CP00870,F2543,P01410,complainant
CP00871,F2544,P02959,complainant
CP00872,F2544,P01009,victim
CP00873,F2545,P01169,complainant
CP00874,F2545,P00795,victim
CP00875,F2545,P02136,accused
CP00876,F2545,P02897,accused
CP00877,F2546,P02632,complainant
CP00878,F2546,P00065,victim
CP00879,F2546,P02799,accused
CP00880,F2547,P01751,complainant
CP00881,F2547,P02517,victim
CP00882,F2548,P02783,complainant
CP00883,F2548,P01983,victim
CP00884,F2549,P00210,complainant
CP00885,F2549,P00728,victim
CP00886,F2550,P00227,complainant
CP00887,F2550,P01296,victim
CP00888,F2550,P01854,accused
CP00889,F2551,P02562,complainant
CP00890,F2551,P02913,victim
CP00891,F2551,P00984,accused
CP00892,F2552,P00411,complainant
CP00893,F2552,P01151,victim
CP00894,F2553,P00807,complainant
CP00895,F2553,P00315,victim
CP00896,F2553,P02753,accused
CP00897,F2553,P01585,accused
CP00898,F2554,P02873,complainant
CP00899,F2554,P01006,victim
CP00900,F2554,P02459,accused
CP00901,F2555,P00207,complainant
CP00902,F2555,P01871,accused
CP00903,F2555,P00468,accused
CP00904,F2556,P00332,complainant
CP00905,F2556,P02393,victim
CP00906,F2556,P02549,accused
CP00907,F2557,P02458,complainant
CP00908,F2557,P01753,victim
CP00909,F2557,P00968,accused
CP00910,F2558,P00551,complainant
CP00911,F2558,P01564,victim
CP00912,F2558,P01805,accused
CP00913,F2558,P02228,accused
CP00914,F2559,P02816,complainant
CP00915,F2559,P02939,victim
CP00916,F2559,P01183,accused
CP00917,F2560,P00453,complainant
CP00918,F2560,P01873,victim
CP00919,F2560,P00397,accused
CP00920,F2561,P00849,complainant
CP00921,F2561,P01963,accused
CP00922,F2562,P00013,complainant
CP00923,F2562,P02218,victim
CP00924,F2563,P02896,complainant
CP00925,F2563,P02709,accused
CP00926,F2564,P02809,complainant
CP00927,F2564,P00386,victim
CP00928,F2565,P01641,complainant
CP00929,F2565,P01968,victim
CP00930,F2566,P00233,complainant
CP00931,F2566,P00553,victim
CP00932,F2567,P00039,complainant
CP00933,F2567,P02018,victim
CP00934,F2568,P01502,complainant
CP00935,F2568,P00730,accused
CP00936,F2569,P00866,complainant
CP00937,F2569,P02826,victim
CP00938,F2569,P02656,accused
CP00939,F2570,P02023,complainant
CP00940,F2570,P02799,victim
CP00941,F2570,P00471,accused
CP00942,F2571,P00186,complainant
CP00943,F2571,P02467,victim
CP00944,F2571,P00994,accused
CP00945,F2572,P00961,complainant
CP00946,F2572,P02401,victim
CP00947,F2572,P00507,accused
CP00948,F2573,P02285,complainant
CP00949,F2574,P02221,complainant
CP00950,F2574,P02341,victim
CP00951,F2574,P01467,accused
CP00952,F2575,P01927,complainant
CP00953,F2575,P02136,victim
CP00954,F2575,P01384,accused
CP00955,F2576,P02304,complainant
CP00956,F2576,P00721,accused
CP00957,F2577,P02547,complainant
CP00958,F2577,P01757,victim
CP00959,F2577,P01959,accused
CP00960,F2578,P01108,complainant
CP00961,F2578,P02527,victim
CP00962,F2578,P02957,accused
CP00963,F2579,P01189,complainant
CP00964,F2579,P01215,victim
CP00965,F2579,P02265,accused
CP00966,F2580,P02874,complainant
CP00967,F2581,P02540,complainant
CP00968,F2581,P00789,victim
CP00969,F2581,P01311,accused
CP00970,F2582,P00290,complainant
CP00971,F2582,P00818,victim
CP00972,F2583,P02720,complainant
CP00973,F2583,P00710,accused
CP00974,F2584,P00786,complainant
CP00975,F2584,P00067,victim
CP00976,F2584,P00945,accused
CP00977,F2585,P01229,complainant
CP00978,F2585,P02207,victim
CP00979,F2585,P00976,accused
CP00980,F2586,P01180,complainant
CP00981,F2586,P01021,victim
CP00982,F2586,P00724,accused
CP00983,F2587,P02292,complainant
CP00984,F2587,P02143,victim
CP00985,F2587,P01529,accused
CP00986,F2588,P01927,complainant
CP00987,F2588,P00184,victim
CP00988,F2589,P02989,complainant
CP00989,F2589,P01647,victim
CP00990,F2589,P02115,accused
CP00991,F2590,P02632,complainant
CP00992,F2590,P01775,victim
CP00993,F2590,P00349,accused
CP00994,F2591,P01380,complainant
CP00995,F2591,P01469,victim
CP00996,F2591,P02982,accused
CP00997,F2592,P02798,complainant
CP00998,F2592,P01164,victim
CP00999,F2592,P01508,accused
CP01000,F2593,P01674,complainant
CP01001,F2593,P00940,accused
CP01002,F2594,P01826,complainant
CP01003,F2594,P00137,victim
CP01004,F2594,P01354,accused
CP01005,F2595,P01022,complainant
CP01006,F2595,P01178,victim
CP01007,F2595,P01668,accused
CP01008,F2596,P00579,complainant
CP01009,F2596,P02368,victim
CP01010,F2597,P01541,complainant
CP01011,F2597,P00200,victim
CP01012,F2597,P01587,accused
CP01013,F2597,P01342,accused
CP01014,F2598,P01547,complainant
CP01015,F2598,P02944,victim
CP01016,F2599,P01235,complainant
CP01017,F2599,P01464,victim
CP01018,F2599,P01754,accused
CP01019,F2600,P02032,complainant
CP01020,F2600,P02031,victim
CP01021,F2600,P01534,accused
CP01022,F2600,P02512,accused
CP01023,F2601,P00113,complainant
CP01024,F2601,P01951,accused
CP01025,F2602,P01263,complainant
CP01026,F2602,P01437,victim
CP01027,F2603,P00138,complainant
CP01028,F2603,P01527,victim
CP01029,F2604,P00739,complainant
CP01030,F2604,P00534,accused
CP01031,F2604,P01686,accused
CP01032,F2605,P02727,complainant
CP01033,F2605,P01727,victim
CP01034,F2606,P00881,complainant
CP01035,F2606,P01835,victim
CP01036,F2606,P01134,accused
CP01037,F2607,P00001,complainant
CP01038,F2607,P01891,victim
CP01039,F2607,P01686,accused
CP01040,F2608,P02401,complainant
CP01041,F2608,P02158,victim
CP01042,F2608,P00278,accused
CP01043,F2609,P01971,complainant
CP01044,F2609,P02553,victim
CP01045,F2609,P00716,accused
CP01046,F2610,P00998,complainant
CP01047,F2610,P02420,victim
CP01048,F2610,P01038,accused
CP01049,F2611,P00069,complainant
CP01050,F2611,P02754,accused
CP01051,F2612,P00370,complainant
CP01052,F2612,P00313,accused
CP01053,F2612,P02071,accused
CP01054,F2613,P02160,complainant
CP01055,F2613,P01494,victim
CP01056,F2613,P02842,accused
CP01057,F2614,P02126,complainant
CP01058,F2614,P00454,accused
CP01059,F2614,P01544,accused
CP01060,F2615,P00169,complainant
CP01061,F2615,P00804,victim
CP01062,F2615,P00267,accused
CP01063,F2615,P01058,accused
CP01064,F2616,P00992,complainant
CP01065,F2616,P02407,accused
CP01066,F2617,P00806,complainant
CP01067,F2617,P01362,victim
CP01068,F2617,P01460,accused
CP01069,F2617,P01485,accused
CP01070,F2618,P00195,complainant
CP01071,F2618,P01669,victim
CP01072,F2619,P00491,complainant
CP01073,F2619,P00753,victim
CP01074,F2619,P00403,accused
CP01075,F2620,P02625,complainant
CP01076,F2620,P02523,victim
CP01077,F2621,P02045,complainant
CP01078,F2621,P02614,victim
CP01079,F2621,P02664,accused
CP01080,F2622,P01415,complainant
CP01081,F2622,P00570,victim
CP01082,F2622,P02598,accused
CP01083,F2623,P00125,complainant
CP01084,F2623,P02644,victim
CP01085,F2623,P01095,accused
CP01086,F2624,P02938,complainant
CP01087,F2625,P00746,complainant
CP01088,F2625,P01715,victim
CP01089,F2625,P01231,accused
CP01090,F2626,P02394,complainant
CP01091,F2626,P01785,victim
CP01092,F2627,P02084,complainant
CP01093,F2627,P01561,accused
CP01094,F2628,P02424,complainant
CP01095,F2628,P00362,victim
CP01096,F2628,P02978,accused
CP01097,F2628,P00793,accused
CP01098,F2629,P00850,complainant
CP01099,F2629,P02954,victim
CP01100,F2629,P02135,accused
CP01101,F2630,P01883,complainant
CP01102,F2630,P01482,accused
CP01103,F2631,P02694,complainant
CP01104,F2631,P02022,victim
CP01105,F2632,P01506,complainant
CP01106,F2632,P02714,victim
CP01107,F2632,P00761,accused
CP01108,F2633,P02107,complainant
CP01109,F2633,P02193,victim
CP01110,F2633,P02792,accused
CP01111,F2634,P01150,complainant
CP01112,F2634,P02355,victim
CP01113,F2634,P00601,accused
CP01114,F2635,P02903,complainant
CP01115,F2635,P01133,victim
CP01116,F2636,P02535,complainant
CP01117,F2636,P01054,victim
CP01118,F2637,P02960,complainant
CP01119,F2637,P00205,victim
CP01120,F2637,P00847,accused
CP01121,F2638,P02619,complainant
CP01122,F2638,P01151,victim
CP01123,F2639,P01041,complainant
CP01124,F2639,P02844,victim
CP01125,F2640,P02159,complainant
CP01126,F2640,P01991,victim
CP01127,F2641,P01651,complainant
CP01128,F2641,P00565,victim
CP01129,F2641,P00197,accused
CP01130,F2642,P01430,complainant
CP01131,F2642,P02567,victim
CP01132,F2642,P00629,accused
CP01133,F2642,P02054,accused
CP01134,F2643,P01311,complainant
CP01135,F2643,P00366,victim
CP01136,F2643,P01583,accused
CP01137,F2643,P00748,accused
CP01138,F2644,P00092,complainant
CP01139,F2644,P00337,accused
CP01140,F2645,P02819,complainant
CP01141,F2645,P00394,victim
CP01142,F2645,P02475,accused
CP01143,F2646,P02639,complainant
CP01144,F2646,P02337,victim
CP01145,F2646,P01803,accused
CP01146,F2647,P00862,complainant
CP01147,F2647,P01254,victim
CP01148,F2648,P02509,complainant
CP01149,F2649,P01365,complainant
CP01150,F2649,P01894,victim
CP01151,F2649,P00937,accused
CP01152,F2650,P02050,complainant
CP01153,F2650,P01043,victim
CP01154,F2651,P02725,complainant
CP01155,F2651,P00974,victim
CP01156,F2651,P02198,accused
CP01157,F2651,P01503,accused
CP01158,F2652,P01675,complainant
CP01159,F2652,P00637,victim
CP01160,F2652,P02175,accused
CP01161,F2653,P01819,complainant
CP01162,F2653,P00075,victim
CP01163,F2653,P01031,accused
CP01164,F2654,P02278,complainant
CP01165,F2654,P01309,victim
CP01166,F2654,P00171,accused
CP01167,F2655,P01426,complainant
CP01168,F2655,P00128,victim
CP01169,F2655,P00162,accused
CP01170,F2656,P02167,complainant
CP01171,F2656,P02785,victim
CP01172,F2657,P01755,complainant
CP01173,F2657,P00984,victim
CP01174,F2658,P00350,complainant
CP01175,F2659,P02517,complainant
CP01176,F2659,P01660,victim
CP01177,F2659,P00922,accused
CP01178,F2659,P01285,accused
CP01179,F2660,P02735,complainant
CP01180,F2660,P00212,victim
CP01181,F2660,P02759,accused
CP01182,F2660,P02953,accused
CP01183,F2661,P01929,complainant
CP01184,F2661,P02899,accused
CP01185,F2661,P00280,accused
CP01186,F2662,P00682,complainant
CP01187,F2662,P00652,victim
CP01188,F2662,P00339,accused
CP01189,F2663,P02577,complainant
CP01190,F2663,P01525,victim
CP01191,F2663,P00741,accused
CP01192,F2664,P01844,complainant
CP01193,F2664,P00075,victim
CP01194,F2664,P00592,accused
CP01195,F2665,P01066,complainant
CP01196,F2665,P00552,victim
CP01197,F2666,P00849,complainant
CP01198,F2667,P00972,complainant
CP01199,F2667,P01546,victim
CP01200,F2668,P02235,complainant
CP01201,F2668,P02115,victim
CP01202,F2669,P02519,complainant
CP01203,F2669,P01223,victim
CP01204,F2670,P02907,complainant
CP01205,F2670,P02643,victim
CP01206,F2671,P02351,complainant
CP01207,F2671,P01627,victim
CP01208,F2671,P00583,accused
CP01209,F2671,P02374,accused
CP01210,F2672,P01397,complainant
CP01211,F2672,P00015,accused
CP01212,F2673,P01508,complainant
CP01213,F2673,P02063,victim
CP01214,F2673,P00787,accused
CP01215,F2674,P01546,complainant
CP01216,F2674,P02828,victim
CP01217,F2674,P00501,accused
CP01218,F2675,P02369,complainant
CP01219,F2675,P00904,victim
CP01220,F2676,P00234,complainant
CP01221,F2677,P01061,complainant
CP01222,F2677,P02283,victim
CP01223,F2677,P01654,accused
CP01224,F2678,P02933,complainant
CP01225,F2678,P02602,victim
CP01226,F2678,P00956,accused
CP01227,F2679,P01849,complainant
CP01228,F2679,P02048,victim
CP01229,F2679,P01082,accused
CP01230,F2679,P01394,accused
CP01231,F2680,P00081,complainant
CP01232,F2680,P00665,accused
CP01233,F2681,P02360,complainant
CP01234,F2681,P01257,victim
CP01235,F2681,P01483,accused
CP01236,F2681,P01188,accused
CP01237,F2682,P01384,complainant
CP01238,F2682,P02787,victim
CP01239,F2683,P00746,complainant
CP01240,F2683,P02941,accused
CP01241,F2683,P01671,accused
CP01242,F2684,P02680,complainant
CP01243,F2684,P02315,victim
CP01244,F2684,P01665,accused
CP01245,F2684,P00592,accused
CP01246,F2685,P02269,complainant
CP01247,F2685,P00707,victim
CP01248,F2686,P02527,complainant
CP01249,F2686,P00942,victim
CP01250,F2687,P01793,complainant
CP01251,F2687,P01605,victim
CP01252,F2688,P02277,complainant
CP01253,F2688,P02178,victim
CP01254,F2688,P01396,accused
CP01255,F2689,P01240,complainant
CP01256,F2690,P00533,complainant
CP01257,F2690,P01021,victim
CP01258,F2690,P01969,accused
CP01259,F2690,P00141,accused
CP01260,F2691,P00654,complainant
CP01261,F2691,P00832,accused
CP01262,F2692,P01607,complainant
CP01263,F2692,P00471,victim
CP01264,F2692,P00961,accused
CP01265,F2693,P00615,complainant
CP01266,F2694,P02852,complainant
CP01267,F2694,P01103,victim
CP01268,F2694,P00540,accused
CP01269,F2695,P02955,complainant
CP01270,F2695,P01972,victim
CP01271,F2695,P01400,accused
CP01272,F2696,P02191,complainant
CP01273,F2696,P00043,victim
CP01274,F2696,P00361,accused
CP01275,F2697,P00409,complainant
CP01276,F2697,P01886,victim
CP01277,F2698,P00190,complainant
CP01278,F2698,P02304,victim
CP01279,F2699,P01953,complainant
CP01280,F2699,P02071,victim
CP01281,F2700,P00676,complainant
CP01282,F2700,P01912,accused
CP01283,F2700,P01370,accused
CP01284,F2701,P01417,complainant
CP01285,F2701,P02119,victim
CP01286,F2701,P00974,accused
CP01287,F2701,P02839,accused
CP01288,F2702,P01247,complainant
CP01289,F2702,P01895,victim
CP01290,F2702,P00675,accused
CP01291,F2703,P00642,complainant
CP01292,F2703,P02341,victim
CP01293,F2704,P02954,complainant
CP01294,F2704,P01176,victim
CP01295,F2705,P00905,complainant
CP01296,F2705,P02456,victim
CP01297,F2706,P00747,complainant
CP01298,F2706,P00270,victim
CP01299,F2707,P01352,complainant
CP01300,F2707,P01118,victim
CP01301,F2707,P01255,accused
CP01302,F2708,P02438,complainant
CP01303,F2708,P00692,victim
CP01304,F2709,P00156,complainant
CP01305,F2709,P02606,victim
CP01306,F2710,P02698,complainant
CP01307,F2710,P01164,accused
CP01308,F2711,P02339,complainant
CP01309,F2711,P00805,victim
CP01310,F2712,P02093,complainant
CP01311,F2712,P00907,victim
CP01312,F2713,P00625,complainant
CP01313,F2713,P01949,victim
CP01314,F2713,P00089,accused
CP01315,F2713,P02595,accused
CP01316,F2714,P00541,complainant
CP01317,F2714,P00117,victim
CP01318,F2714,P00368,accused
CP01319,F2715,P02766,complainant
CP01320,F2715,P01397,victim
CP01321,F2716,P01415,complainant
CP01322,F2717,P02033,complainant
CP01323,F2717,P01607,accused
CP01324,F2717,P01771,accused
CP01325,F2718,P02750,complainant
CP01326,F2718,P02198,victim
CP01327,F2718,P02934,accused
CP01328,F2719,P01579,complainant
CP01329,F2719,P01469,victim
CP01330,F2719,P01721,accused
CP01331,F2720,P00156,complainant
CP01332,F2720,P00323,victim
CP01333,F2720,P01711,accused
CP01334,F2720,P00394,accused
CP01335,F2721,P01601,complainant
CP01336,F2721,P01581,victim
CP01337,F2721,P02273,accused
CP01338,F2721,P02143,accused
CP01339,F2722,P02707,complainant
CP01340,F2722,P01369,victim
CP01341,F2722,P02281,accused
CP01342,F2722,P02197,accused
CP01343,F2723,P00460,complainant
CP01344,F2723,P01190,victim
CP01345,F2723,P02590,accused
CP01346,F2724,P02132,complainant
CP01347,F2724,P02393,victim
CP01348,F2724,P02334,accused
CP01349,F2725,P00145,complainant
CP01350,F2726,P02740,complainant
CP01351,F2726,P01497,victim
CP01352,F2726,P00849,accused
CP01353,F2727,P01432,complainant
CP01354,F2727,P01418,victim
CP01355,F2727,P00877,accused
CP01356,F2728,P01703,complainant
CP01357,F2728,P01160,victim
CP01358,F2728,P02758,accused
CP01359,F2729,P02078,complainant
CP01360,F2729,P02728,accused
CP01361,F2730,P00879,complainant
CP01362,F2730,P01156,victim
CP01363,F2731,P02925,complainant
CP01364,F2731,P01793,victim
CP01365,F2731,P02320,accused
CP01366,F2731,P02638,accused
CP01367,F2732,P00596,complainant
CP01368,F2732,P01853,victim
CP01369,F2732,P02589,accused
CP01370,F2733,P00419,complainant
CP01371,F2733,P00323,victim
CP01372,F2733,P02125,accused
CP01373,F2734,P02222,complainant
CP01374,F2734,P00891,accused
CP01375,F2735,P01337,complainant
CP01376,F2735,P01602,victim
CP01377,F2735,P02260,accused
CP01378,F2736,P02199,complainant
CP01379,F2736,P01610,victim
CP01380,F2737,P02406,complainant
CP01381,F2737,P00498,accused
CP01382,F2737,P02476,accused
CP01383,F2738,P00509,complainant
CP01384,F2738,P02522,accused
CP01385,F2739,P00903,complainant
CP01386,F2739,P01151,victim
CP01387,F2740,P02606,complainant
CP01388,F2740,P02406,victim
CP01389,F2740,P01269,accused
CP01390,F2741,P02062,complainant
CP01391,F2741,P00872,victim
CP01392,F2742,P01864,complainant
CP01393,F2742,P00112,victim
CP01394,F2743,P00437,complainant
CP01395,F2743,P01611,victim
CP01396,F2743,P02519,accused
CP01397,F2744,P00958,complainant
CP01398,F2744,P02280,accused
CP01399,F2745,P01320,complainant
CP01400,F2745,P00154,victim
CP01401,F2746,P02126,complainant
CP01402,F2746,P02084,victim
CP01403,F2747,P00909,complainant
CP01404,F2747,P01283,victim
CP01405,F2747,P01270,accused
CP01406,F2748,P00150,complainant
CP01407,F2748,P00097,victim
CP01408,F2749,P02313,complainant
CP01409,F2749,P02873,victim
CP01410,F2749,P01533,accused
CP01411,F2749,P00663,accused
CP01412,F2750,P01576,complainant
CP01413,F2750,P01426,victim
CP01414,F2751,P01243,complainant
CP01415,F2751,P02845,victim
CP01416,F2751,P01119,accused
CP01417,F2751,P02075,accused
CP01418,F2752,P01590,complainant
CP01419,F2752,P02719,victim
CP01420,F2753,P00025,complainant
CP01421,F2753,P02291,victim
CP01422,F2753,P01957,accused
CP01423,F2754,P02283,complainant
CP01424,F2754,P01520,victim
CP01425,F2754,P01611,accused
CP01426,F2755,P01478,complainant
CP01427,F2755,P00946,victim
CP01428,F2755,P00973,accused
CP01429,F2756,P00225,complainant
CP01430,F2756,P02545,victim
CP01431,F2756,P01596,accused
CP01432,F2756,P00220,accused
CP01433,F2757,P01034,complainant
CP01434,F2757,P02568,accused
CP01435,F2758,P01538,complainant
CP01436,F2758,P02787,accused
CP01437,F2759,P02023,complainant
CP01438,F2759,P01910,victim
CP01439,F2759,P01004,accused
CP01440,F2759,P02573,accused
CP01441,F2760,P00086,complainant
CP01442,F2760,P00335,victim
CP01443,F2760,P01629,accused
CP01444,F2761,P02572,complainant
CP01445,F2761,P00978,victim
CP01446,F2761,P00776,accused
CP01447,F2762,P00278,complainant
CP01448,F2762,P00935,victim
CP01449,F2762,P01407,accused
CP01450,F2763,P01315,complainant
CP01451,F2764,P00476,complainant
CP01452,F2764,P00912,victim
CP01453,F2765,P02765,complainant
CP01454,F2765,P02844,victim
CP01455,F2766,P00065,complainant
CP01456,F2766,P01092,victim
CP01457,F2766,P00965,accused
CP01458,F2766,P01917,accused
CP01459,F2767,P02550,complainant
CP01460,F2767,P02695,victim
CP01461,F2767,P02326,accused
CP01462,F2768,P02636,complainant
CP01463,F2769,P01455,complainant
CP01464,F2769,P02675,victim
CP01465,F2769,P01766,accused
CP01466,F2770,P02082,complainant
CP01467,F2770,P02368,victim
CP01468,F2770,P02574,accused
CP01469,F2770,P01036,accused
CP01470,F2771,P00341,complainant
CP01471,F2771,P01808,victim
CP01472,F2772,P01209,complainant
CP01473,F2772,P01925,victim
CP01474,F2773,P02993,complainant
CP01475,F2773,P01360,victim
CP01476,F2774,P00709,complainant
CP01477,F2774,P00196,victim
CP01478,F2775,P02797,complainant
CP01479,F2775,P02621,victim
CP01480,F2776,P00906,complainant
CP01481,F2776,P01747,victim
CP01482,F2776,P02287,accused
CP01483,F2777,P01786,complainant
CP01484,F2777,P02377,victim
CP01485,F2777,P00126,accused
CP01486,F2778,P02840,complainant
CP01487,F2778,P00015,victim
CP01488,F2778,P01212,accused
CP01489,F2779,P00666,complainant
CP01490,F2779,P01526,victim
CP01491,F2780,P01433,complainant
CP01492,F2780,P02865,accused
CP01493,F2781,P01351,complainant
CP01494,F2781,P01330,victim
CP01495,F2782,P02407,complainant
CP01496,F2782,P00975,victim
CP01497,F2783,P01268,complainant
CP01498,F2784,P01815,complainant
CP01499,F2784,P02032,victim
CP01500,F2784,P00362,accused
CP01501,F2785,P02797,complainant
CP01502,F2785,P01594,victim
CP01503,F2786,P00477,complainant
CP01504,F2786,P00826,victim
CP01505,F2787,P02367,complainant
CP01506,F2787,P02956,accused
CP01507,F2788,P01345,complainant
CP01508,F2788,P00200,victim
CP01509,F2788,P00903,accused
CP01510,F2788,P00866,accused
CP01511,F2789,P02519,complainant
CP01512,F2789,P02100,victim
CP01513,F2789,P02237,accused
CP01514,F2790,P02521,complainant
CP01515,F2790,P02506,victim
CP01516,F2790,P02982,accused
CP01517,F2791,P00178,complainant
CP01518,F2791,P02382,victim
CP01519,F2791,P00698,accused
CP01520,F2791,P01746,accused
CP01521,F2792,P02672,complainant
CP01522,F2793,P02753,complainant
CP01523,F2793,P01707,victim
CP01524,F2793,P02262,accused
CP01525,F2794,P02813,complainant
CP01526,F2794,P01589,accused
CP01527,F2795,P02053,complainant
CP01528,F2795,P00056,victim
CP01529,F2796,P02749,complainant
CP01530,F2796,P00487,victim
CP01531,F2797,P01351,complainant
CP01532,F2797,P02910,accused
CP01533,F2798,P01267,complainant
CP01534,F2798,P01477,victim
CP01535,F2798,P01926,accused
CP01536,F2799,P00059,complainant
CP01537,F2800,P01445,complainant
CP01538,F2800,P00018,victim
CP01539,F2800,P01520,accused
CP01540,F2800,P01515,accused
CP01541,F2801,P02482,complainant
CP01542,F2802,P02844,complainant
CP01543,F2802,P01001,victim
CP01544,F2802,P01545,accused
CP01545,F2803,P02772,complainant
CP01546,F2803,P00427,victim
CP01547,F2803,P02481,accused
CP01548,F2804,P01873,complainant
CP01549,F2804,P01949,victim
CP01550,F2804,P00470,accused
CP01551,F2804,P01567,accused
CP01552,F2805,P00461,complainant
CP01553,F2805,P01382,victim
CP01554,F2806,P01860,complainant
CP01555,F2806,P01293,victim
CP01556,F2807,P02124,complainant
CP01557,F2807,P00106,accused
CP01558,F2808,P00563,complainant
CP01559,F2808,P01109,victim
CP01560,F2808,P00054,accused
CP01561,F2809,P01404,complainant
CP01562,F2809,P01889,victim
CP01563,F2810,P01303,complainant
CP01564,F2810,P01877,victim
CP01565,F2810,P00217,accused
CP01566,F2811,P00559,complainant
CP01567,F2811,P00601,victim
CP01568,F2811,P02815,accused
CP01569,F2811,P02948,accused
CP01570,F2812,P02938,complainant
CP01571,F2812,P02111,victim
CP01572,F2813,P01076,complainant
CP01573,F2813,P02805,victim
CP01574,F2814,P02140,complainant
CP01575,F2814,P02878,victim
CP01576,F2815,P01168,complainant
CP01577,F2815,P01740,victim
CP01578,F2815,P02372,accused
CP01579,F2815,P01528,accused
CP01580,F2816,P02338,complainant
CP01581,F2817,P01940,complainant
CP01582,F2817,P02568,victim
CP01583,F2818,P02763,complainant
CP01584,F2818,P02719,victim
CP01585,F2818,P01368,accused
CP01586,F2818,P02622,accused
CP01587,F2819,P01057,complainant
CP01588,F2819,P00679,victim
CP01589,F2820,P02510,complainant
CP01590,F2820,P01820,victim
CP01591,F2820,P01620,accused
CP01592,F2821,P01876,complainant
CP01593,F2821,P02693,victim
CP01594,F2822,P01383,complainant
CP01595,F2822,P00701,victim
CP01596,F2823,P00596,complainant
CP01597,F2823,P00448,accused
CP01598,F2824,P02269,complainant
CP01599,F2824,P02978,victim
CP01600,F2825,P01127,complainant
CP01601,F2825,P02179,victim
CP01602,F2826,P02353,complainant
CP01603,F2826,P01984,victim
CP01604,F2826,P02245,accused
CP01605,F2826,P00418,accused
CP01606,F2827,P02392,complainant
CP01607,F2827,P01867,victim
CP01608,F2827,P01974,accused
CP01609,F2827,P02954,accused
CP01610,F2828,P01410,complainant
CP01611,F2828,P00742,accused
CP01612,F2829,P02101,complainant
CP01613,F2829,P01852,victim
CP01614,F2829,P00284,accused
CP01615,F2830,P02718,complainant
CP01616,F2830,P02382,accused
CP01617,F2830,P00856,accused
CP01618,F2831,P02945,complainant
CP01619,F2831,P01432,victim
CP01620,F2831,P00287,accused
CP01621,F2832,P02513,complainant
CP01622,F2832,P00124,victim
CP01623,F2832,P00951,accused
CP01624,F2832,P00419,accused
CP01625,F2833,P02665,complainant
CP01626,F2833,P02016,victim
CP01627,F2834,P02227,complainant
CP01628,F2834,P02014,victim
CP01629,F2834,P00762,accused
CP01630,F2835,P00949,complainant
CP01631,F2835,P01336,victim
CP01632,F2835,P01215,accused
CP01633,F2836,P02393,complainant
CP01634,F2836,P01295,victim
CP01635,F2836,P02513,accused
CP01636,F2837,P01840,complainant
CP01637,F2838,P00069,complainant
CP01638,F2838,P01772,victim
CP01639,F2838,P02143,accused
CP01640,F2838,P01788,accused
CP01641,F2839,P01896,complainant
CP01642,F2839,P00120,victim
CP01643,F2839,P00613,accused
CP01644,F2840,P02594,complainant
CP01645,F2840,P02608,victim
CP01646,F2840,P01968,accused
CP01647,F2841,P02393,complainant
CP01648,F2841,P00250,victim
CP01649,F2841,P01894,accused
CP01650,F2841,P00904,accused
CP01651,F2842,P02978,complainant
CP01652,F2843,P02286,complainant
CP01653,F2843,P00284,victim
CP01654,F2844,P01141,complainant
CP01655,F2844,P01084,victim
CP01656,F2844,P01767,accused
CP01657,F2845,P02825,complainant
CP01658,F2845,P00044,victim
CP01659,F2845,P01734,accused
CP01660,F2846,P00099,complainant
CP01661,F2846,P02436,victim
CP01662,F2847,P01458,complainant
CP01663,F2847,P02559,victim
CP01664,F2848,P00810,complainant
CP01665,F2848,P01878,victim
CP01666,F2849,P02382,complainant
CP01667,F2849,P01212,victim
CP01668,F2850,P02307,complainant
CP01669,F2850,P00340,victim
CP01670,F2850,P01231,accused
CP01671,F2851,P01504,complainant
CP01672,F2851,P00253,victim
CP01673,F2851,P02740,accused
CP01674,F2851,P02170,accused
CP01675,F2852,P01310,complainant
CP01676,F2852,P00838,victim
CP01677,F2853,P00773,complainant
CP01678,F2854,P00091,complainant
CP01679,F2854,P00370,victim
CP01680,F2855,P01960,complainant
CP01681,F2855,P01036,victim
CP01682,F2856,P00836,complainant
CP01683,F2856,P02990,victim
CP01684,F2856,P01074,accused
CP01685,F2856,P02058,accused
CP01686,F2857,P02022,complainant
CP01687,F2857,P00527,victim
CP01688,F2858,P00667,complainant
CP01689,F2858,P02468,victim
CP01690,F2859,P02359,complainant
CP01691,F2860,P01231,complainant
CP01692,F2860,P02850,accused
CP01693,F2861,P00124,complainant
CP01694,F2861,P02959,victim
CP01695,F2862,P02931,complainant
CP01696,F2862,P01421,victim
CP01697,F2862,P00629,accused
CP01698,F2863,P02632,complainant
CP01699,F2863,P00315,victim
CP01700,F2864,P00843,complainant
CP01701,F2864,P01635,victim
CP01702,F2864,P00094,accused
CP01703,F2864,P00056,accused
CP01704,F2865,P02827,complainant
CP01705,F2865,P00120,victim
